record,IITKGP
11/1/2012,0.03
12/1/2012,0.18
1/1/2013,0.39
2/1/2013,0.25
3/1/2013,0.26
4/1/2013,0.35
5/1/2013,0.48
6/1/2013,0.28
7/1/2013,0.23
8/1/2013,0.25
9/1/2013,0.03
10/1/2013,0.04
11/1/2013,-0.07
12/1/2013,0.11
1/1/2014,0.11
2/1/2014,0.22
3/1/2014,0.22
4/1/2014,0.23
5/1/2014,0.48
6/1/2014,0.47
7/1/2014,0.17
8/1/2014,0.24
9/1/2014,0.26
10/1/2014,0.16
11/1/2014,-0.32
12/1/2014,-0.12
1/1/2015,0.43
2/1/2015,0.42
3/1/2015,0.23
4/1/2015,0.36
5/1/2015,0.46
6/1/2015,0.38
7/1/2015,0.07
8/1/2015,-0.11
9/1/2015,-0.04
10/1/2015,0.28
11/1/2015,0.37
12/1/2015,0.7
1/1/2016,0.81
2/1/2016,0.59
3/1/2016,0.6
4/1/2016,0.39
5/1/2016,0.35
6/1/2016,0.68
7/1/2016,0.63
8/1/2016,0.52
9/1/2016,0.26
10/1/2016,0.46
11/1/2016,0.28
12/1/2016,0.67
1/1/2017,0.58
2/1/2017,0.09
3/1/2017,0.29
4/1/2017,0.4
5/1/2017,0.47
6/1/2017,0.57
7/1/2017,0.35
8/1/2017,0.59
9/1/2017,0.27
10/1/2017,0.42
11/1/2017,0.2
12/1/2017,0.17
1/1/2018,0.62
2/1/2018,-0.01
3/1/2018,0.17
4/1/2018,0.28
5/1/2018,0.28
6/1/2018,0.46
7/1/2018,0.38
8/1/2018,0.41
9/1/2018,0.36
10/1/2018,0.53
11/1/2018,0.39
12/1/2018,0.66
1/1/2019,0.75
2/1/2019,0.68
3/1/2019,1.02
4/1/2019,0.65
5/1/2019,0.65
6/1/2019,0.58
7/1/2019,0.5
8/1/2019,0.41
9/1/2019,0.48
10/1/2019,0.47
11/1/2019,1.06
12/1/2019,1.06
1/1/2020,1.28
2/1/2020,0.84
3/1/2020,0.66
4/1/2020,0.72
5/1/2020,0.88
6/1/2020,0.6
7/1/2020,0.55
8/1/2020,0.5
9/1/2020,0.24
10/1/2020,0.39
11/1/2020,0.12
12/1/2020,-0.11
1/1/2021,0.21
2/1/2021,-0.06
3/1/2021,0.14
4/1/2021,0.37
5/1/2021,0.76
6/1/2021,0.89
7/1/2021,1.11
8/1/2021,0.92
9/1/2021,0.58
10/1/2021,0.65
11/1/2021,0.5
12/1/2021,0.26
1/1/2022,0.47
2/1/2022,0.73
3/1/2022,0.57
4/1/2022,0.46
5/1/2022,0.36
6/1/2022,0.61
7/1/2022,0.34
8/1/2022,0.38
9/1/2022,0.35
10/1/2022,0.52
11/1/2022,0.51
12/1/2022,0.6
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
