record,IITKGP
9/1/2010,-1.61
10/1/2010,-1.06
11/1/2010,-0.82
12/1/2010,-1.21
1/1/2011,-0.92
2/1/2011,-0.83
3/1/2011,-0.69
4/1/2011,-0.42
5/1/2011,-0.37
6/1/2011,-0.69
7/1/2011,-1.86
8/1/2011,-1.74
9/1/2011,-1.79
10/1/2011,-1.34
11/1/2011,-2.33
12/1/2011,-1.79
1/1/2012,-1.38
2/1/2012,-0.85
3/1/2012,-1.05
4/1/2012,-0.27
5/1/2012,-1.26
6/1/2012,-0.87
7/1/2012,-1.52
8/1/2012,-1.93
9/1/2012,-2.21
10/1/2012,-0.79
11/1/2012,-0.59
12/1/2012,-0.48
1/1/2013,-0.13
2/1/2013,-0.43
3/1/2013,-0.63
4/1/2013,-0.16
5/1/2013,0.08
6/1/2013,-0.78
7/1/2013,-1.25
8/1/2013,-1.04
9/1/2013,-0.48
10/1/2013,-0.87
11/1/2013,-0.11
12/1/2013,-0.41
1/1/2014,0.3
2/1/2014,0.38
3/1/2014,0.97
4/1/2014,1.13
5/1/2014,1.8
6/1/2014,0.82
7/1/2014,0.7
8/1/2014,0.67
9/1/2014,1.08
10/1/2014,1.49
11/1/2014,1.72
12/1/2014,2.51
1/1/2015,2.45
2/1/2015,2.3
3/1/2015,2
4/1/2015,1.44
5/1/2015,1.2
6/1/2015,1.54
7/1/2015,1.84
8/1/2015,1.56
9/1/2015,1.94
10/1/2015,1.47
11/1/2015,0.86
12/1/2015,1.01
1/1/2016,1.53
2/1/2016,1.75
3/1/2016,2.4
4/1/2016,2.62
5/1/2016,2.35
6/1/2016,2.03
7/1/2016,1.25
8/1/2016,0.52
9/1/2016,0.45
10/1/2016,0.56
11/1/2016,1.88
12/1/2016,1.17
1/1/2017,0.77
2/1/2017,0.7
3/1/2017,0.74
4/1/2017,1.12
5/1/2017,0.88
6/1/2017,0.79
7/1/2017,0.1
8/1/2017,0.09
9/1/2017,0.32
10/1/2017,0.05
11/1/2017,0.15
12/1/2017,0.5
1/1/2018,0.7
2/1/2018,0.37
3/1/2018,-0.05
4/1/2018,0.11
5/1/2018,0.11
6/1/2018,-0.04
7/1/2018,0.11
8/1/2018,0.18
9/1/2018,0.09
10/1/2018,0.26
11/1/2018,-0.05
12/1/2018,0.52
1/1/2019,0.66
2/1/2019,0.46
3/1/2019,0.37
4/1/2019,1.07
5/1/2019,1.03
6/1/2019,1.09
7/1/2019,1.03
8/1/2019,0.38
9/1/2019,0.41
10/1/2019,-0.45
11/1/2019,0.15
12/1/2019,0.97
1/1/2020,-0.23
2/1/2020,-0.68
3/1/2020,-0.82
4/1/2020,-0.57
5/1/2020,0.09
6/1/2020,-0.08
7/1/2020,-0.38
8/1/2020,-0.28
9/1/2020,-0.7
10/1/2020,-0.69
11/1/2020,-1.12
12/1/2020,-0.9
1/1/2021,-0.16
2/1/2021,-0.54
3/1/2021,-1.17
4/1/2021,-0.91
5/1/2021,-0.94
6/1/2021,-1.18
7/1/2021,-1.87
8/1/2021,-1.12
9/1/2021,-1.53
10/1/2021,-2.55
11/1/2021,-2.52
12/1/2021,-2
1/1/2022,-1.24
2/1/2022,-1.08
3/1/2022,-1
4/1/2022,-1.51
5/1/2022,-1.92
6/1/2022,-1.21
7/1/2022,-1.87
8/1/2022,-1.12
9/1/2022,-1.53
10/1/2022,-2.55
11/1/2022,-2.52
12/1/2022,-2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
