record,IITKGP
12/1/1998,0.29
1/1/1999,-0.1
2/1/1999,-0.2
3/1/1999,-0.23
4/1/1999,-0.13
5/1/1999,0.11
6/1/1999,0.15
7/1/1999,0.17
8/1/1999,0.34
9/1/1999,0.38
10/1/1999,0.25
11/1/1999,0.13
12/1/1999,0.27
1/1/2000,-0.18
2/1/2000,-0.1
3/1/2000,0.06
4/1/2000,-0.01
5/1/2000,-0.06
6/1/2000,-0.16
7/1/2000,0.01
8/1/2000,0.15
9/1/2000,0.02
10/1/2000,0
11/1/2000,-0.12
12/1/2000,-0.19
1/1/2001,-0.13
2/1/2001,-0.15
3/1/2001,0.15
4/1/2001,0.05
5/1/2001,0.06
6/1/2001,0.24
7/1/2001,0.3
8/1/2001,0.34
9/1/2001,0.51
10/1/2001,0.48
11/1/2001,0.62
12/1/2001,0.66
1/1/2002,0.78
2/1/2002,0.53
3/1/2002,0.37
4/1/2002,-0.02
5/1/2002,-0.19
6/1/2002,-0.13
7/1/2002,-0.06
8/1/2002,-0.05
9/1/2002,0.07
10/1/2002,0.36
11/1/2002,0.22
12/1/2002,0.2
1/1/2003,0.27
2/1/2003,0
3/1/2003,0.04
4/1/2003,0
5/1/2003,0.06
6/1/2003,0.22
7/1/2003,0.36
8/1/2003,0.59
9/1/2003,0.66
10/1/2003,0.8
11/1/2003,0.48
12/1/2003,0.49
1/1/2004,0.5
2/1/2004,0.51
3/1/2004,0.36
4/1/2004,0.46
5/1/2004,0.17
6/1/2004,0.27
7/1/2004,0.46
8/1/2004,0.68
9/1/2004,0.59
10/1/2004,0.62
11/1/2004,0.63
12/1/2004,0.53
1/1/2005,0.46
2/1/2005,0.38
3/1/2005,0.68
4/1/2005,0.81
5/1/2005,1.01
6/1/2005,0.92
7/1/2005,0.84
8/1/2005,0.74
9/1/2005,0.73
10/1/2005,0.54
11/1/2005,0.4
12/1/2005,0.55
1/1/2006,0.41
2/1/2006,0.19
3/1/2006,0.18
4/1/2006,0.41
5/1/2006,0.43
6/1/2006,0.52
7/1/2006,0.36
8/1/2006,0.53
9/1/2006,0.69
10/1/2006,0.74
11/1/2006,0.71
12/1/2006,0.47
1/1/2007,0.46
2/1/2007,0.56
3/1/2007,0.33
4/1/2007,0.4
5/1/2007,0.21
6/1/2007,0.16
7/1/2007,0.09
8/1/2007,0.01
9/1/2007,0.11
10/1/2007,0.24
11/1/2007,0.24
12/1/2007,0.09
1/1/2008,0.14
2/1/2008,0.18
3/1/2008,0.27
4/1/2008,0.09
5/1/2008,0.28
6/1/2008,0.39
7/1/2008,0.45
8/1/2008,0.45
9/1/2008,0.57
10/1/2008,0.43
11/1/2008,0.27
12/1/2008,0.26
1/1/2009,0.07
2/1/2009,-0.37
3/1/2009,-0.34
4/1/2009,-0.31
5/1/2009,-0.23
6/1/2009,0.05
7/1/2009,0.45
8/1/2009,0.41
9/1/2009,0.35
10/1/2009,0.63
11/1/2009,0.51
12/1/2009,0.54
1/1/2010,0.8
2/1/2010,1.07
3/1/2010,1.27
4/1/2010,1.4
5/1/2010,1.35
6/1/2010,1.11
7/1/2010,1.01
8/1/2010,0.97
9/1/2010,0.75
10/1/2010,0.77
11/1/2010,0.7
12/1/2010,0.96
1/1/2011,0.97
2/1/2011,0.53
3/1/2011,0.41
4/1/2011,0.33
5/1/2011,0.41
6/1/2011,0.59
7/1/2011,0.43
8/1/2011,0.49
9/1/2011,0.36
10/1/2011,0.44
11/1/2011,0.21
12/1/2011,0.23
1/1/2012,0.16
2/1/2012,-0.02
3/1/2012,-0.26
4/1/2012,-0.17
5/1/2012,0.09
6/1/2012,0.31
7/1/2012,0.3
8/1/2012,0.52
9/1/2012,0.72
10/1/2012,0.78
11/1/2012,0.75
12/1/2012,0.55
1/1/2013,0.44
2/1/2013,0.4
3/1/2013,0.7
4/1/2013,0.53
5/1/2013,0.64
6/1/2013,0.32
7/1/2013,0.34
8/1/2013,0.56
9/1/2013,0.61
10/1/2013,0.66
11/1/2013,0.32
12/1/2013,0.27
1/1/2014,0.13
2/1/2014,-0.08
3/1/2014,-0.35
4/1/2014,-0.21
5/1/2014,-0.06
6/1/2014,-0.05
7/1/2014,0.14
8/1/2014,0.23
9/1/2014,0.51
10/1/2014,0.56
11/1/2014,0.35
12/1/2014,0.34
1/1/2015,0.17
2/1/2015,0.11
3/1/2015,-0.11
4/1/2015,-0.24
5/1/2015,0.08
6/1/2015,-0.07
7/1/2015,0.16
8/1/2015,0.43
9/1/2015,0.72
10/1/2015,0.93
11/1/2015,0.49
12/1/2015,0.42
1/1/2016,0.5
2/1/2016,0.45
3/1/2016,0.39
4/1/2016,0.32
5/1/2016,0.38
6/1/2016,0.39
7/1/2016,0.37
8/1/2016,0.49
9/1/2016,0.39
10/1/2016,0.55
11/1/2016,0.46
12/1/2016,0.52
1/1/2017,0.49
2/1/2017,0.23
3/1/2017,0.13
4/1/2017,0.47
5/1/2017,0.58
6/1/2017,0.6
7/1/2017,0.6
8/1/2017,0.67
9/1/2017,0.52
10/1/2017,0.45
11/1/2017,0.53
12/1/2017,0.54
1/1/2018,0.28
2/1/2018,-0.09
3/1/2018,0.02
4/1/2018,-0.17
5/1/2018,-0.4
6/1/2018,-0.48
7/1/2018,-0.21
8/1/2018,0.01
9/1/2018,0.33
10/1/2018,0.29
11/1/2018,-0.01
12/1/2018,-0.04
1/1/2019,0.08
2/1/2019,0.14
3/1/2019,0.01
4/1/2019,-0.02
5/1/2019,0.12
6/1/2019,0.3
7/1/2019,0.37
8/1/2019,0.42
9/1/2019,0.57
10/1/2019,0.44
11/1/2019,0.26
12/1/2019,0.25
1/1/2020,0.25
2/1/2020,0.5
3/1/2020,0.73
4/1/2020,0.62
5/1/2020,0.52
6/1/2020,0.72
7/1/2020,0.65
8/1/2020,0.59
9/1/2020,0.52
10/1/2020,0.61
11/1/2020,0.39
12/1/2020,0.46
1/1/2021,0.52
2/1/2021,0.41
3/1/2021,0.14
4/1/2021,0.32
5/1/2021,0.24
6/1/2021,0.14
7/1/2021,0.25
8/1/2021,0.26
9/1/2021,0.54
10/1/2021,0.46
11/1/2021,0.42
12/1/2021,0.46
1/1/2022,0.61
2/1/2022,0.57
3/1/2022,0.08
4/1/2022,0.04
5/1/2022,0.34
6/1/2022,0.48
7/1/2022,0.32
8/1/2022,0.47
9/1/2022,0.62
10/1/2022,0.5
11/1/2022,0.33
12/1/2022,0.47
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
