record,IITKGP
12/1/1999,-1.12
1/1/2000,-0.21
2/1/2000,-0.41
3/1/2000,0.01
4/1/2000,-1.3
5/1/2000,-1.46
6/1/2000,0.57
7/1/2000,1.07
8/1/2000,-0.86
9/1/2000,0.52
10/1/2000,1.14
11/1/2000,-0.23
12/1/2000,-0.68
1/1/2001,0.42
2/1/2001,1.57
3/1/2001,-1.05
4/1/2001,1.1
5/1/2001,-1.16
6/1/2001,0.41
7/1/2001,-0.32
8/1/2001,-0.27
9/1/2001,2.28
10/1/2001,-0.58
11/1/2001,0.79
12/1/2001,-0.35
1/1/2002,-0.04
2/1/2002,0.87
3/1/2002,0.73
4/1/2002,0.21
5/1/2002,-0.79
6/1/2002,-0.72
7/1/2002,-1.06
8/1/2002,-1.64
9/1/2002,0.79
10/1/2002,-2.12
11/1/2002,-1.51
12/1/2002,0.54
1/1/2003,-0.14
2/1/2003,0.17
3/1/2003,-1.01
4/1/2003,1.58
5/1/2003,0.03
6/1/2003,0.76
7/1/2003,-1.94
8/1/2003,-0.9
9/1/2003,-2.17
10/1/2003,-0.42
11/1/2003,0.69
12/1/2003,0.8
1/1/2004,-1.58
2/1/2004,0.6
3/1/2004,0.13
4/1/2004,0.49
5/1/2004,0.4
6/1/2004,2.08
7/1/2004,0.34
8/1/2004,-0.03
9/1/2004,0.26
10/1/2004,0.89
11/1/2004,0.65
12/1/2004,0.2
1/1/2005,-0.93
2/1/2005,0.34
3/1/2005,-0.22
4/1/2005,-0.18
5/1/2005,-0.08
6/1/2005,0.79
7/1/2005,-1.2
8/1/2005,0.35
9/1/2005,0.57
10/1/2005,1
11/1/2005,-1.84
12/1/2005,-2.04
1/1/2006,0.71
2/1/2006,2.06
3/1/2006,0.49
4/1/2006,0.56
5/1/2006,0.19
6/1/2006,-1.15
7/1/2006,-1
8/1/2006,-0.16
9/1/2006,0.05
10/1/2006,0.67
11/1/2006,-1.84
12/1/2006,1.18
1/1/2007,1.81
2/1/2007,0.15
3/1/2007,-1.06
4/1/2007,-1.61
5/1/2007,-0.66
6/1/2007,-0.17
7/1/2007,-0.09
8/1/2007,0.02
9/1/2007,1.2
10/1/2007,0.4
11/1/2007,-0.04
12/1/2007,0.37
1/1/2008,0.92
2/1/2008,0.01
3/1/2008,-1.35
4/1/2008,0.28
5/1/2008,-0.66
6/1/2008,-0.36
7/1/2008,0.02
8/1/2008,-1.32
9/1/2008,-0.83
10/1/2008,0.19
11/1/2008,0.33
12/1/2008,1.01
1/1/2009,0.01
2/1/2009,1.71
3/1/2009,0.22
4/1/2009,0.02
5/1/2009,-0.67
6/1/2009,-1.74
7/1/2009,1.2
8/1/2009,0.66
9/1/2009,-1.02
10/1/2009,-2.05
11/1/2009,1.27
12/1/2009,-1.07
1/1/2010,0.47
2/1/2010,0.23
3/1/2010,1.83
4/1/2010,0.88
5/1/2010,-2.5
6/1/2010,-0.08
7/1/2010,-2.38
8/1/2010,0.41
9/1/2010,0.05
10/1/2010,0.67
11/1/2010,-0.33
12/1/2010,-1.26
1/1/2011,-1.37
2/1/2011,-0.13
3/1/2011,-0.1
4/1/2011,-1.93
5/1/2011,0.38
6/1/2011,0.81
7/1/2011,-0.27
8/1/2011,-0.51
9/1/2011,0.51
10/1/2011,1.06
11/1/2011,0.39
12/1/2011,-0.39
1/1/2012,-1.58
2/1/2012,1.01
3/1/2012,0.82
4/1/2012,-0.29
5/1/2012,-1.66
6/1/2012,-1.39
7/1/2012,0.58
8/1/2012,-0.07
9/1/2012,0.69
10/1/2012,-2.53
11/1/2012,-2.02
12/1/2012,-0.58
1/1/2013,0.07
2/1/2013,1.49
3/1/2013,0.59
4/1/2013,-1.86
5/1/2013,-1.13
6/1/2013,-0.47
7/1/2013,-0.88
8/1/2013,-0.17
9/1/2013,1.93
10/1/2013,-0.09
11/1/2013,-0.04
12/1/2013,-2.01
1/1/2014,0.54
2/1/2014,-1.37
3/1/2014,-0.43
4/1/2014,-1.36
5/1/2014,-0.85
6/1/2014,-0.3
7/1/2014,-1.63
8/1/2014,-0.77
9/1/2014,-1.23
10/1/2014,-0.32
11/1/2014,0.13
12/1/2014,-0.13
1/1/2015,-0.22
2/1/2015,-1.37
3/1/2015,0.41
4/1/2015,1.23
5/1/2015,2.14
6/1/2015,-0.03
7/1/2015,0.77
8/1/2015,-1.5
9/1/2015,-1.38
10/1/2015,-0.75
11/1/2015,0.77
12/1/2015,0.56
1/1/2016,0.96
2/1/2016,1.61
3/1/2016,-0.2
4/1/2016,-0.26
5/1/2016,0.62
6/1/2016,-0.62
7/1/2016,-1.42
8/1/2016,-0.37
9/1/2016,-1.75
10/1/2016,0.54
11/1/2016,1.01
12/1/2016,0.97
1/1/2017,0.55
2/1/2017,-0.15
3/1/2017,-2.13
4/1/2017,-0.36
5/1/2017,0.68
6/1/2017,-0.75
7/1/2017,0.46
8/1/2017,-1.38
9/1/2017,-1.23
10/1/2017,0.7
11/1/2017,0.7
12/1/2017,0.33
1/1/2018,0.43
2/1/2018,0.4
3/1/2018,0.84
4/1/2018,-0.67
5/1/2018,-0.19
6/1/2018,-0.44
7/1/2018,-0.81
8/1/2018,-1.38
9/1/2018,-1.78
10/1/2018,-1.14
11/1/2018,-0.61
12/1/2018,0.11
1/1/2019,1.05
2/1/2019,2.09
3/1/2019,0.88
4/1/2019,-1.3
5/1/2019,-0.63
6/1/2019,-1.92
7/1/2019,-0.27
8/1/2019,-2.19
9/1/2019,0.86
10/1/2019,-0.81
11/1/2019,-0.12
12/1/2019,0.74
1/1/2020,0.69
2/1/2020,1.46
3/1/2020,1.29
4/1/2020,-1.34
5/1/2020,0.12
6/1/2020,-1.25
7/1/2020,-0.54
8/1/2020,-0.21
9/1/2020,-2.44
10/1/2020,-1.18
11/1/2020,0.72
12/1/2020,0.99
1/1/2021,2.45
2/1/2021,0.76
3/1/2021,2.05
4/1/2021,-0.12
5/1/2021,0.18
6/1/2021,-0.82
7/1/2021,-0.44
8/1/2021,-1.94
9/1/2021,-0.65
10/1/2021,1.74
11/1/2021,-0.15
12/1/2021,0.48
1/1/2022,-1.44
2/1/2022,-0.39
3/1/2022,0.58
4/1/2022,0.31
5/1/2022,-1.38
6/1/2022,-1.66
7/1/2022,-0.52
8/1/2022,-0.41
9/1/2022,1.82
10/1/2022,1.04
11/1/2022,0.34
12/1/2022,-0.02
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
